,Answer,End,Start,TextTitle,Titles,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
1852,"She should have agreed to keep Marty's secret from her husband because Mart cares for Shiloh so much and would do anything to keep Shiloh.Another reason why she should have kept the secret from her husband is because Marty and Shiloh are inseparable and he loves her to the moon and back.
Though so should have lied to her husband to keep Marty's secret, it isn't right for her to lie because it could ruin the relationship they have together,and that could destroy their communication. That is why Marty's mother should have not lied.","[92, 137, 234]","[86, 131, 227]",Shiloh,"['Shiloh', 'Shiloh', 'Shiloh ']",1852,,
1853,"I think that the author intended children who are at least 8 to read this book. And yes, I would recommend people my age to read Harry Potter and the Sorcerer's Stone because  it is interesting.",[166],[129],Harry Potter and the Sorcerer's Stone,"[""Harry Potter and the Sorcerer's Stone""]",1853,,
1854,"The book Ginger Pye is a realistic fiction book about a boy and a girl who gets a dog, but then their dog becomes missing. The theme of the book is loyalty and that family is important. Jerry and Rachel try to find their dog and they don't give up when all of the other kids do. They also don't give up hope even though they can't find it and they try to go to places they haven't been to yet. They soon find their dog thanks to their loyalty.",[19],[9],Ginger Pye,['Ginger Pye'],1854,,
1855,holes was marvelous an I was involved so much book that I could not lift my face.It is a five star book with an award.this book was about a kid named Stanley and about him going to Camp Green Lake.,[5],[0],Holes,['holes'],1855,,
1856,"Jackie & Me, the meaning of it is by showing how a kid can hold a baseball card in his sleep and time travel back into time and meet famous people and getting to meet them.",[15],[0],Jackie & Me,"['Jackie & Me, th']",1856,,
1857,"The title of the book is The Outsiders which to me I feel like means the greasers are on one side and the socs are on the other and since the socs have all the money and nice things the greasers are kind of considered the outsiders, or in other words not included with the socs. The reason I feel they aren't included is because the socs jump the greasers and aren't kind to them most of the time.","[38, 231]","[25, 218]",The Outsiders,"['The Outsiders', 'the outsiders']",1857,,
1858,"An example of a metaphor in the Twilight book is when someone says, ""I'm just going to do what I want now, and let the chips fall where they may."" That means that the person is not going to worry about what may happen and just deal with the consequences of their actions when that time comes.",[40],[32],Twilight,['Twilight'],1858,,
1859,"the book called journey to the center of the earth and the book called around the world in 80 days, both books have an good adventure to read about but one book has a journey to discover the center and the other one traveling around the earth for a bet.",[98],[71],Around the World in 80 Days,['around the world in 80 days'],1859,,
1860,"In earlier chapters of ""The Son of Neptune"" they give little hints about later events in the story so you can get that ""ooooohhhhh!"" moment later on.",[42],[24],The Son of Neptune,['The Son of Neptune'],1860,,
1861,this book has a good title. I know I have to change the title so I'm going to change it to the boy and the Big Peach. Because James and the Giant Peach is about this little boy who has these beans and he drops them and they go into the tree and then the tree is really dead and it grows a big Peach.,[151],[126],James and the Giant Peach,['James and the Giant Peach'],1861,,
1862,I would not enjoy being friends with the main character because she brakes the rules all the time and has made a few enemies also I would not enjoy to get suspended for what she does. This is why I wouldn't to be friends with the main character from Tales from a Not So Talented Pop Star.,[287],[250],Tales from a Not-So-Talented Pop Star,['Tales from a Not So Talented Pop Star'],1862,,
1863,It would change a lot because than the book will be diffrent than it all ready is than Love that dog.,[101],[87],Love That Dog,['Love that dog.'],1863,,
1864,"""A Day's Work"" written by Eve Bunting is a realistic fiction book about a boy named Fransisco. Fransisco and his family are in need of money so he and his Abuelo (Grandfather) head out to find work. They land a gardening job, but only because Fransisco lied to their boss about their skills. Fransisco says, ""my grandfather is a fine gardener..."" when really his grandfather has never gardened before. Will Fransisco and his grandfather know what to do? Or will they make a fool of themselves? Read ""A Day's Work"" to find out! I would recommend this book to any student who enjoys realistic fiction and some humor. This book teaches a great lesson about honesty and I think that's an  important lesson for all ages. For all of these reasons, you should read this book today!","[13, 512]","[1, 500]",A Day's Work,"[""A Day's Work"", ""A Day's Work""]",1864,,
1865,"win Dixie is a fun book this mostly is about win Dixie and and Mr Franny  win Dixie is a dog not a bear  and ms Franny  was afraid cause she thought win Dixie was a bear and she very afraid of bears and she went bend onder  on the floor scrimmaging
 bear",[9],[0],Because of Winn-Dixie,['win Dixie'],1865,,
1866,Yes the author of Diary of a Wimpy Kid is amazing to me because he makes a lot of books that me and my friends like.Everyone in my school goes crazy over Diary of a Wimpy Kid now.I would guess that Jeff Kinney makes a lot of money off of these books that he's making. I cant wait until he makes more Diary of a Wimpy Kid books.,"[39, 174, 320]","[18, 154, 300]",Diary of a Wimpy Kid: The Last Straw,"['Diary of a Wimpy Kid ', 'Diary of a Wimpy Kid', 'Diary of a Wimpy Kid']",1866,,
1867,will be good if you alter did a lot of tractor put cuz his books are good to read your friend about the book that is no David no David is a good book. had a big accident,[135],[117],"No, David!",['no David no David '],1867,,
1868,Football Genius is about a boy who can read plays before they happen and can score by changing the play. Football Genius means that you can be a genius at football by studying the different plays and formations. It is also Troy's nickname because when everyone found out about his talent Seth gave him the nickname football genius.,[15],[0],Football Genius,['Football Genius'],1868,,
1869,"The book we are reading is ""Elijah of Buxton"".  One of the characters I find amusing is Mr.Leroy. I find Mr.Leroy amusing because he is still cheerful even if his family is not with him and are in America. Mr.Leroy is is hopeful .  He is hopeful of still earring enough money to buy his family freedom and that they will be together someday.  What I think makes him different is that  he is determined.",[44],[28],Elijah of Buxton,['Elijah of Buxton'],1869,,
